author,comment,published_at
@teeetekkr3xx,I&#39;m building a snowman as we speak,2024-06-15T10:03:10Z
@Christmode.,This movie is going to make 2 billion dollars.,2024-06-15T08:23:14Z
@sorarulesmarvellives4163,Proof that the MCU is not dead yet.,2024-06-15T06:20:18Z
@ddthewolf,"I&#39;m eager to see this but at the same time hesitant, going to see the Deadpool movies was something special my dad and I did together, and well now that he&#39;s gone, it&#39;s going to be really hard to go see it without him there, especially to joke about afterwards,😔",2024-06-15T04:06:02Z
@Texxasmagic,The song is like a prayer- Madonna,2024-06-14T20:50:49Z
@dannymcmillan1383,Marvel: How many times have you watched this trailer?<br><br>Me: Yes,2024-06-14T16:50:20Z
@urboshiurbana740,Kew ektu bolenn kothay pabk,2024-06-14T16:28:21Z
@urboshiurbana740,Ei movie ki Netflix ase??,2024-06-14T16:28:07Z
@agentsoftva,We Are Watching You Variant !,2024-06-14T13:56:20Z
@gamingmichang,A new spiger man movie in another Universe will realease in 2024 .It officially confirmed.,2024-06-14T13:19:50Z
@4getfulness16,"The fact that they have a shop in the background called “Leifield’s Just Feet” is hilarious 😂 <a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=84"">1:24</a> mark",2024-06-14T12:14:37Z
@vedantgore1604,😍😍😍,2024-06-14T09:08:26Z
@user-ov6zo8si3s,I&#39;m on wolverine side.,2024-06-14T07:21:53Z
@Ryan-9000,Let’s F*****g go!!!!,2024-06-14T06:18:06Z
@flavius1479,We are really getting Deadpool and Wolverine movie faster than GTA VI🗿💯,2024-06-14T05:28:30Z
@killershagaming7579,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=55"">0:55</a> wow deadpool activated ultra instinct",2024-06-14T04:04:40Z
@mlggamer5296,Oh oh I see a shop that I didn&#39;t realize the first time I saw this. Liefelds! Nice nod to the creator of Deadpool,2024-06-13T20:32:28Z
@joshuabarber1948,Dopinder the taxi driver better be a returning character 😤,2024-06-13T18:57:13Z
@sockruhtease,"Brought to you by Disney 😊<br><br><br><br><br><br><br><br><br>They own Marvel and Fox technically, so no there&#39;s no point in arguing",2024-06-13T18:01:50Z
@YourDad-ls5vy,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=32"">0:32</a>",2024-06-13T17:46:08Z
@ANDRIANFEMIXOBOY,They are really top guys..😊,2024-06-13T16:27:15Z
@aftabmolla1162,Suna Hai Thor Ka Entry ho ga Ye Sach He ?,2024-06-13T16:12:34Z
@eevee8826,When this come out… I swear to god… if…. I…. see…..a………single……person…….complaining……..I…….will…….lose…..my…..mind……..worse…..then…….ever…………,2024-06-13T14:42:13Z
@thisisdynamic2333,Dr Strange portal at the end 🤔,2024-06-13T12:27:31Z
@HeyThatsTrapzies,Can&#39;t wait to watch this movie!,2024-06-13T11:40:50Z
@amirulaziq5357,didn&#39;t wolverine die before this?,2024-06-13T06:35:56Z
@ritor_msg,Brianna Hildebrand ❤‍🔥,2024-06-13T05:38:25Z
@jackfisk2840,"Wait... Wolverine looks like comic book Wolverine, WTF&#39;s going on?! Anyone would think Ryan Reynolds knew what he was doing!!  🤪",2024-06-13T04:28:09Z
@uriahevansdragon7750,Wolverine appears:<br><br><br><br><del>angelic choir followed by Madonna starts playing</del>,2024-06-13T03:42:17Z
@cheetahobx,WTF is wolverine???<br>Deadpool yes....wol...hell no!,2024-06-13T02:33:39Z
@Mobius03692,I like  these two lead actors but I hate Disney so I doubt I will invest my time or money to see this film,2024-06-13T01:14:01Z
@homefront1999,It&#39;ll be funny if Wolverine is aware of the crappy original Deadpool that we got.,2024-06-12T22:43:39Z
@PhilipvanKampen-gi6vd,"Welp, I guess marvel&#39;s dropping f bombs now",2024-06-12T21:01:11Z
@brandon_21ea,Too bad that both Deadpool and Wolverine never got meet the original avengers.,2024-06-12T19:41:40Z
@crazysnake1096,Who has watched this 5+ times/day since it was released?,2024-06-12T18:14:38Z
@Jacksonhf123,As soon I heard this was coming I have been slowly counting down the days until it arrives,2024-06-12T17:33:46Z
@erniegonzalez2322,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=115"">1:55</a> Aw a Puppy!🐶",2024-06-12T17:29:10Z
@p_t_s-tt2jn,MY favourite Captain DEADPOOL HAHA! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2024-06-12T11:32:09Z
@siripalamunasinha3371,Back to end game❤,2024-06-12T08:56:45Z
@HobbysiTutoriale,"we love you hugh, you sir are the one and only wolverine",2024-06-12T06:27:59Z
@thatsbrutal,“I can’t wait to pirate this movie”<br>- Green Lantern,2024-06-12T06:09:39Z
@doraortiz4785,Let Autbot Go And Roll Out Lacey Evans!,2024-06-11T23:54:00Z
@doraortiz4785,And I Don’t Care The Crowd Hate You Lacey Evans And I Like You Lacey Evans!,2024-06-11T23:52:43Z
@kawehiclassof2011,Forrest bump 😂😂,2024-06-11T22:49:22Z
@Mr.Unkuruptedsoul,Let’s fcuking go,2024-06-11T22:34:48Z
@manafbenayache1880,Logan is back yeah !,2024-06-11T21:35:06Z
@thelegobiwan,"Wolverine, the real marvel jesus",2024-06-11T21:14:21Z
@moiseselizondo1917,Seeing Wolverine again alive gives me super chills and happiness,2024-06-11T21:05:56Z
@allylambert8470,“I am soaking wet right now.” Why is this me?!?!😂🤣,2024-06-11T17:58:57Z
@lagunacorona,Why did they use Madonnas like a prayer......WTF  horrible music,2024-06-11T17:35:28Z
@migmigjohnson9351,"If you played this 10 years ago, the homosexual innuendos wouldn&#39;t had gone under the radar, but now it&#39;s the norm. <br>Make sure to bring all your kids to watch this. Disney wants them.",2024-06-11T15:45:53Z
@irishman1600,"Not a fan of Disney/Marvel or going to the theater, but I might actually pay to see this.",2024-06-11T15:41:53Z
@shubhamjha4523,One of the most awaited movie of all time!! DP×W!!,2024-06-11T07:22:13Z
@MorainalorettB,🎉🎉Wolverine and Deadpool ain&#39;t no joke I can&#39;t wait to see them take down bad guys 🎉🎉.,2024-06-11T05:06:26Z
@cthorno2991,Finally something worthwhile from marvel after their recent trail of excrement they&#39;ve been producing,2024-06-11T03:11:10Z
@Yfitffyytuytjughh,Hey good trailer 10/ 96,2024-06-11T03:06:42Z
@VigilanteVegan,"Maybe I’m in the minority here, but I’ll say it. Just because Sony, Fox, and Disney are three separate movie studios, does NOT mean the in-story explanation has to be that the characters in the respective three are in their own distinct universe. <br><br>Case in point, I thought the post-credit Venom scene in No Way Home was unnecessary, as there’s no reason for Sony to put themselves in that hole rather than have the implication that Tom Holland’s Spider-man is somewhere out there in that world, just offscreen &amp; not referenced.  <br><br>That being said, just because MCU acquired the rights to Deadpool, does NOT mean there needs to be in-story explanation of him traveling from Fox-verse to Marvel-verse and bringing Wolverine with him through a portal. I’m all for him referencing it breaking the fourth wall, but actually doing it as a major part of the plot is another story. <br><br>The most grounded way of doing it is to imply the X-men, Deadpool, and Wolverine have been in the same world alongside other Marvel characters all along. Just because past X-men instalments didn’t reference them before, that’s perfectly fine. <br><br>The idea of characters switching universes because they change movie studios is absurd and unnecessary. The early Jason movies were distributed by Paramount. Then it switched to New Line Cinema. They never showed Jason hopping into a New Line portal so he could fight Freddy Krueger. 😂<br><br>I’m tired of multiverse stories. They’re great every vicennium as a nostalgic treat, but as a plot device for every other movie, they must go. They make the writer’s job very easy because they’re are infinite possibilities. There are no real threats and stake because a character can hop on over to Fox-verse and nab an alternate version of someone who just died. Iron Man’s death has no meaning really since they can nab a new one over in Sony-verse who happens to look like Tom Cruise. Nothing matters. <br><br>Now, compare to a story like in “The Batman” which has a grounded story without portals and potions to fill a 3-hour runtime where real things are at stake. When people die they die. These stories are harder to write. As I said, the multiverse can be fun, but it needs to go as a plot device. Ever since No Way Home, it’s being used too much.",2024-06-11T00:55:54Z
@hq2099,Why is there not a Greenband version of this. I mean I like Redband but with Greenband I can watch in front of more people,2024-06-10T20:47:19Z
@CraftyNessi,I don&#39;t even see the plot. IS there even a plot?????? 😂,2024-06-10T20:37:10Z
@GuyX69,Deadpool X WOLVERINE 🤜✊,2024-06-10T13:53:15Z
@jamesarroyo4136,lets goooo the one we have been waiting for whos exited??!!!!!!💯💯💯💯🔥🔥🔥🔥🕶️🕶️🕶️🕶️🕶️,2024-06-10T13:07:51Z
@jamesarroyo4136,damm i never thought we would see wolverine working with deadpool and they are the best duo!!!!🔥🔥🔥🔥💯💯💯💯💯🕶️🕶️,2024-06-10T13:06:43Z
@JF238xLearning,I think this is the movie that will help fuel the MCU comeback at the box office!,2024-06-10T12:55:21Z
@nathanboskoski,Did the phrase “let’s gooo” come from nelk boys or am I trippin?,2024-06-10T11:54:56Z
@turbkeysamdwich1880,I hope we get a line like “heyy! This is the place from the Loki show!” When wade first goes to the tva.,2024-06-10T06:03:28Z
@knighthawk288,A girl villain 😴😴😴🥱🥱🛏️🛌💤💤💤,2024-06-10T05:30:08Z
@knighthawk288,A girl villain 😴😴😴🥱🥱🛏️🛌💤💤💤,2024-06-10T05:30:02Z
@knighthawk288,A girl villain 😴😴😴🥱🥱🛏️🛌💤💤💤,2024-06-10T05:29:57Z
@knighthawk288,A girl villain 😴😴😴🥱🥱🛏️🛌💤💤💤,2024-06-10T05:29:48Z
@WellyOne-el8nm,STOP WATCHING IT FOR THE FREEDOM OF PALESTINE 🇵🇸,2024-06-10T02:15:59Z
@eastafricanboy1978,They worked together before Deadpool actually became Deadpool only the legend&#39;s know of this 🤣🤣,2024-06-09T17:56:48Z
@brendan8799,Anyone notice the 20th century fox logo in the snow?,2024-06-09T17:53:12Z
@YashSharma-xd5rg,Dead weight n wiener.,2024-06-09T15:06:04Z
@RishitPadihar,the fact ant man was dead a titan,2024-06-09T15:06:03Z
@fatalshot0093,"If this is the movie that’s gonna save this phase of the MCU, I’m all for it. LFG.",2024-06-09T14:15:42Z
@TrailerTitan,&#39;&#39;Wolverine is over 40&#39;&#39; LOL,2024-06-09T13:35:30Z
@Reinerbraun34,One of the best trailers in MARVEL so far 😮‍💨,2024-06-09T09:37:55Z
@Gaminggagreel,"First interesting marvel movie in years, and i fear its going to be the last",2024-06-09T08:31:21Z
@Robertattila863,Deoopol nagyon jó fim,2024-06-09T07:26:44Z
@undercover2379,Did anyone see how the punches Wolverine took at Deadpool were the same move set that flash did to spiderman in spiderman 1. Just seen a clip of the comparison 😂,2024-06-09T06:49:35Z
@Ixmaya7,"The fact that there’s a quick image of that older dude putting his swords on his back for him &amp; it shows him fighting Wolverine, makes me think he might get adamantium swords ⚔️",2024-06-09T05:33:08Z
@oscarblanco7922,Javier Alex,2024-06-09T05:24:09Z
@SayanHaqueOfficial,yay dead pool,2024-06-08T23:59:55Z
@skinnyguy42,not enough funny,2024-06-08T21:16:12Z
@marcosmatajr1937,Deadpool lets f*** go<br>Wolverine let’s f*** go,2024-06-08T21:03:54Z
@TheJSpiegel,They are really going to need a scene in the beginning of the movie where Wade is in the taxi talking to Dopinder saying “… and that’s why X-Men: the last stand is pure pornography..”,2024-06-08T16:55:05Z
@snaketooth0943,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=71"">1:11</a> is the Madonna song.",2024-06-08T16:35:46Z
@ShaunakKarekar,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=110"">1:50</a> anyone else notice that that&#39;s the matter and energy eating monster called alioth from loki😮?",2024-06-08T14:32:38Z
@labychakkappan4511,What is the aspect ratio of this movie?,2024-06-08T13:46:32Z
@jayrajgor1018,"Dear Marvel, If &quot;Wolverine&quot; Can Be Back, Why Can&#39;t Iron Man &amp; Captain America Too 🤔 Marvel Fan&#39;s Wish To See Then Back Too",2024-06-08T12:20:35Z
@rahmatarifian1484,Akhirnya saya bisa melihat Wolverine dengan kostum kuning ikoniknya ..,2024-06-08T10:33:45Z
@Rabby71_1,Big brother 💪,2024-06-08T07:48:34Z
@nikoenciso01,yellow Wolverine with peak Madge playing 😭 made me cry so hard,2024-06-08T06:24:20Z
@user-ch4ws6dd7l,is that magic portal of dr strange?,2024-06-08T06:07:57Z
@Emberwiles,Let’s admit wolverine only helped Wade cause wade fought the alpha and won,2024-06-08T05:30:54Z
@gelogigante1689,Ryan Reynolds’s out here saving marvel for real,2024-06-08T03:46:03Z
@user-py2xl3sb2f,The song in the trailer is on the radio right now the odds of that right lolololol 😂😂😂😂😂😂,2024-06-08T01:15:37Z
@TheDistantman,<b>You were an X-Men. You were THE X-man</b><br>Truer words could have not been said.,2024-06-08T00:03:43Z
@DL-lx4ei,Love the ruined 20th Century Fox in the background at the end of time,2024-06-07T23:08:23Z
@JoseRodriguez-un2kc,This movie gets ⭐⭐⭐⭐⭐ from me and I haven&#39;t even seen the movie.,2024-06-07T21:24:54Z
@Mrmoviefan123,"Here&#39;s the filmography of the director Shawn Levy: Big Fat Liar, Just Married, Cheaper by the Dozen (2003), The Pink Panther (2006), Night at the Museum, Night at the Museum: Battle of the Smithsonian, Date Night, Real Steel, The Internship, This is Where I Leave You, Night at the Museum: Secret of the Tomb, Free Guy, The Adam Project and now Deadpool &amp; Wolverine.",2024-06-07T20:48:09Z
@user-qo5cr8wd2p,Madonna,2024-06-07T20:35:55Z
@Typhoon792,The wolverine costume is terrible :/<br><br>Really takes you out of it.,2024-06-07T20:25:45Z
@katelinoertel8038,"Crying, screaming throwing up",2024-06-07T20:00:34Z
@xthexxjackalx7621,It&#39;s like we have been waiting 20 years for this...,2024-06-07T19:25:33Z
@JsonCamp13,"Ok hear me, and this goes for Marvel/Disney:<br>Only in Deadpool movies can the audience hear Deadpool and other characters cuss. <br>In other IPs , Deadpool is beeped! And only he notices....no other character notices!!! JUST HIM!!!  And he&#39;s confused talking to the audience asking if we can hear it, asking other characters if they can hear it and they look at him like &quot;what are you talking about we hear you just fine&quot;.",2024-06-07T17:18:14Z
@dayoltay,The only thing that sucks is that it exists in MCU.,2024-06-07T17:16:49Z
@hanzoarc-gz5sz,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=111"">1:51</a> i thought i saw Ant man",2024-06-07T14:01:33Z
@billypratt4201,I&#39;m supposed to take Wolverine serious.The guy who sings and dances on stage in theaters...........,2024-06-07T13:12:13Z
@nerd26373,Deadpool and Wolverine are a huge tandem right now. They&#39;re essentially building a fortress so that The Justice League wouldn&#39;t have to inrerfere with their plans.,2024-06-07T12:25:59Z
@jonsnow7560,Plz take my money,2024-06-07T07:36:50Z
@dhirajdeore434,LfG 🔥 ❤,2024-06-07T06:59:50Z
@EzioWhite-kj2lu,"<a href=""https://www.youtube.com/watch?v=73_1biulkYk&amp;t=132"">2:12</a>. What If. Just hear me out. What if. Go look at the OG Maguire web zip?? Itch your  Mid-chest and say I saw something &quot;Similar&quot; &amp; Mr Wilson is Wolverine in this Shot. Because that is a Deadpool  jump... Think outside the &quot;box&quot; or 4 Wall Breaking. Remember that girl went in a new time line n saw her mother ,Girl whom goes Super Sayain with a Starr on her Chest-inform Or who meant Beast in a Lab Coat .should I say. Different time line. There&#39;s 6 n 5 Erased!! Worlds fall apart. 13 timelines. Thanks to Moon Knight making God of Moon missed with the sky. 2 years after ,Also seems like that happen as The Venom was Caught in the new trailer. In No Way Home timeline. I&#39;m just Hocking a loogie not spitting ballen here. So I mean a bigger Spit😂 Gud Day n Good night. Or Great Knight. A Moon Knight 😅 anyways. I have Coping Skills that will Attend to Muah. LFG 2 Sheep sheep. Might make a Trending account. Idk. I&#39;m having a hard time Rn. My Moms B-day on the June 9th. And I think I&#39;m make Fry Bread with Alil Cheese n a Salt Bae it. With Beans Omg ,try it. I missed placed my D.i.D meds. I need a friend. GN 💤",2024-06-07T06:43:57Z
@gloommoon7227,LFG,2024-06-07T05:46:35Z
@ArchieTurner-tj6cq,"So we Got Alien: Romulus, Deadpool and Wolverine, BettleJuice 2 , And Venom 3 this year? <br><br>Not bad 2024..",2024-06-07T05:26:13Z
